ID,Timestamp,From MAC,To MAC,A,B,C,D,E,F
5003,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1414,1758,1654,5,0,OK
5002,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1422,1747,1647,5,0,OK
5001,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1414,1747,1652,5,0,OK
5000,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1426,1754,1652,5,0,OK
4999,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1417,1760,1645,5,0,OK
4998,2025-12-02 12:00:47,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1427,1762,1653,5,0,OK
4997,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1432,1755,1650,5,0,OK
4996,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1416,1763,1651,5,0,OK
4995,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1436,1758,1659,5,0,OK
4994,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1424,1745,1637,5,0,OK
4993,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1422,1770,1651,5,0,OK
4992,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1430,1760,1637,5,0,OK
4991,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1436,1740,1628,5,0,OK
4990,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1427,1767,1631,5,0,OK
4989,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1431,1778,1632,5,0,OK
4988,2025-12-02 12:00:46,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1441,1785,1628,5,0,OK
4987,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1436,1776,1618,5,0,OK
4986,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1763,1624,5,0,OK
4985,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1433,1779,1618,5,0,OK
4984,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1796,1622,5,0,OK
4983,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1784,1616,5,0,OK
4982,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1432,1765,1611,5,0,OK
4981,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1433,1770,1613,5,0,OK
4980,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1443,1795,1617,5,0,OK
4979,2025-12-02 12:00:45,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1428,1819,1591,5,0,OK
4978,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1814,1606,5,0,OK
4977,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1797,1576,5,0,OK
4976,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1492,1844,1545,5,0,OK
4975,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1474,1843,1548,5,0,OK
4974,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1467,1847,1545,5,0,OK
4973,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1500,1822,1530,5,0,OK
4972,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1785,1503,5,0,OK
4971,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1434,1836,1481,5,0,OK
4970,2025-12-02 12:00:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1473,1849,1483,5,0,OK
4969,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1595,1816,1454,5,0,OK
4968,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1499,1778,1481,5,0,OK
4967,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1461,1705,1456,5,0,OK
4966,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1477,1828,1487,5,0,OK
4965,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1449,1817,1468,5,0,OK
4964,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1447,1816,1476,5,0,OK
4963,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1459,1803,1502,5,0,OK
4962,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1457,1792,1490,5,0,OK
4961,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1442,1821,1503,5,0,OK
4960,2025-12-02 12:00:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1466,1799,1516,5,0,OK
4959,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1800,1507,5,0,OK
4958,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1464,1803,1507,5,0,OK
4957,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1477,1798,1518,5,0,OK
4956,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1801,1509,5,0,OK
4955,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1839,1532,5,0,OK
4954,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1463,1796,1519,5,0,OK
4953,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1489,1821,1553,5,0,OK
4952,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1834,1563,5,0,OK
4951,2025-12-02 12:00:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1524,1837,1583,5,0,OK
4950,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1522,1745,1631,5,0,OK
4949,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1717,1630,5,0,OK
4948,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1548,1720,1683,5,0,OK
4947,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1531,1681,1684,5,0,OK
4946,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1568,1741,1689,5,0,OK
4945,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1563,1732,1669,5,0,OK
4944,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1635,1972,1704,5,0,OK
4943,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1593,1746,1639,5,0,OK
4942,2025-12-02 12:00:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1566,1770,1614,5,0,OK
4941,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1592,1830,1602,5,0,OK
4940,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1596,1793,1586,5,0,OK
4939,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1574,1768,1553,5,0,OK
4938,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1563,1795,1560,5,0,OK
4937,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1587,1770,1560,5,0,OK
4936,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1576,1856,1574,5,0,OK
4935,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1568,1878,1567,5,0,OK
4934,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1591,2086,1610,5,0,OK
4933,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1408,1424,1605,5,0,OK
4932,2025-12-02 12:00:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1374,1174,1676,5,0,OK
4931,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1052,1588,5,0,OK
4930,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1491,1428,1683,5,0,OK
4929,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1397,1226,1563,5,0,OK
4928,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1328,1221,1580,5,0,OK
4927,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1498,1505,1576,5,0,OK
4926,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1575,1933,1616,5,0,OK
4925,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1648,1870,1534,5,0,OK
4924,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1717,2052,1486,5,0,OK
4923,2025-12-02 12:00:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1700,1804,1439,5,0,OK
4922,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1665,1821,1461,5,0,OK
4921,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1717,1787,1476,5,0,OK
4920,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1603,1579,1529,5,0,OK
4919,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1553,1624,1639,5,0,OK
4918,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1558,1740,5,0,OK
4917,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1614,1782,5,0,OK
4916,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1603,1523,1817,5,0,OK
4915,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1545,1516,1787,5,0,OK
4914,2025-12-02 12:00:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1534,1520,1792,5,0,OK
4913,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1532,1532,1800,5,0,OK
4912,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1535,1548,1806,5,0,OK
4911,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1527,1538,1804,5,0,OK
4910,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1528,1532,1793,5,0,OK
4909,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1532,1516,1787,5,0,OK
4908,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1533,1500,1783,5,0,OK
4907,2025-12-02 12:00:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1533,1786,5,0,OK
4906,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1553,1554,1821,5,0,OK
4905,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1537,1565,1802,5,0,OK
4904,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1524,1525,1800,5,0,OK
4903,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1545,1546,1805,5,0,OK
4902,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1550,1800,5,0,OK
4901,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1534,1529,1796,5,0,OK
4900,2025-12-02 12:00:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1540,1536,1797,5,0,OK
4899,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1529,1550,1807,5,0,OK
4898,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1533,1515,1782,5,0,OK
4897,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1520,1524,1790,5,0,OK
4896,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1538,1799,5,0,OK
4895,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1537,1529,1779,5,0,OK
4894,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1538,1545,1787,5,0,OK
4893,2025-12-02 12:00:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1575,1538,1827,5,0,OK
4892,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1527,1545,1802,5,0,OK
4891,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1558,1788,5,0,OK
4890,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1525,1484,1799,5,0,OK
4889,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1496,1800,5,0,OK
4888,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1532,1454,1801,5,0,OK
4887,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1630,1814,5,0,OK
4886,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1840,1897,5,0,OK
4885,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1575,1570,1834,5,0,OK
4884,2025-12-02 12:00:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1596,1133,1533,5,0,OK
4883,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1576,1160,1573,5,0,OK
4882,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1467,1139,1560,5,0,OK
4881,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1282,1676,5,0,OK
4880,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1631,1204,1639,5,0,OK
4879,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1582,1199,1660,5,0,OK
4878,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1364,1731,5,0,OK
4877,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1433,1599,1735,5,0,OK
4876,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1474,1621,1643,5,0,OK
4875,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1441,1959,1638,5,0,OK
4874,2025-12-02 12:00:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1830,1606,5,0,OK
4873,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1806,1616,5,0,OK
4872,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1432,1770,1647,5,0,OK
4871,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1476,1690,5,0,OK
4870,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1442,1677,1749,5,0,OK
4869,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1425,1657,1745,5,0,OK
4868,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1413,1694,1739,5,0,OK
4867,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1439,1667,1734,5,0,OK
4866,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1430,1716,1739,5,0,OK
4865,2025-12-02 12:00:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1446,1723,1736,5,0,OK
4864,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1698,1737,5,0,OK
4863,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1461,1679,1742,5,0,OK
4862,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1450,1708,1726,5,0,OK
4861,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1434,1712,1739,5,0,OK
4860,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1420,1701,1726,5,0,OK
4859,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1420,1683,1701,5,0,OK
4858,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1416,1653,1681,5,0,OK
4857,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1423,1679,1722,5,0,OK
4856,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1444,1709,1707,5,0,OK
4855,2025-12-02 12:00:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1445,1718,1729,5,0,OK
4854,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1440,1745,1725,5,0,OK
4853,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1688,1704,5,0,OK
4852,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1422,1736,1712,5,0,OK
4851,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1448,1749,1720,5,0,OK
4850,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1458,1734,1704,5,0,OK
4849,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1459,1698,1702,5,0,OK
4848,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1461,1690,1683,5,0,OK
4847,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1463,1782,1723,5,0,OK
4846,2025-12-02 12:00:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1462,1756,1705,5,0,OK
4845,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1481,1733,1716,5,0,OK
4844,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1768,1712,5,0,OK
4843,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1458,1662,1691,5,0,OK
4842,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1479,1734,1658,5,0,OK
4841,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1501,1742,1640,5,0,OK
4840,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1495,1785,1625,5,0,OK
4839,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1969,1680,5,0,OK
4838,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1510,1748,1659,5,0,OK
4837,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1672,1674,5,0,OK
4836,2025-12-02 12:00:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1419,1645,1728,5,0,OK
4835,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1434,1538,1756,5,0,OK
4834,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1416,1557,1809,5,0,OK
4833,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1426,1509,1792,5,0,OK
4832,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1442,1529,1800,5,0,OK
4831,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1448,1539,1812,5,0,OK
4830,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1514,1796,5,0,OK
4829,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1440,1525,1804,5,0,OK
4828,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1544,1785,5,0,OK
4827,2025-12-02 12:00:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1526,1785,5,0,OK
4826,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1431,1594,1792,5,0,OK
4825,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1596,1791,5,0,OK
4824,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1572,1770,5,0,OK
4823,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1434,1628,1800,5,0,OK
4822,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1457,1492,1771,5,0,OK
4821,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1503,1446,1786,5,0,OK
4820,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1500,1395,1774,5,0,OK
4819,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1538,1283,1741,5,0,OK
4818,2025-12-02 12:00:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1268,1714,5,0,OK
4817,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1482,1231,1690,5,0,OK
4816,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1377,1529,1714,5,0,OK
4815,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1406,1756,1776,5,0,OK
4814,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1378,1734,1734,5,0,OK
4813,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1412,1729,1719,5,0,OK
4812,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1378,1686,1752,5,0,OK
4811,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1371,1625,1710,5,0,OK
4810,2025-12-02 12:00:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1370,1698,1719,5,0,OK
4809,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1395,1739,1722,5,0,OK
4808,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1415,1677,1708,5,0,OK
4807,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1369,1691,1745,5,0,OK
4806,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1371,1696,1756,5,0,OK
4805,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1307,1683,1758,5,0,OK
4804,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1358,1708,1809,5,0,OK
4803,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1404,1595,1777,5,0,OK
4802,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1402,1617,1735,5,0,OK
4801,2025-12-02 12:00:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1430,1726,1793,5,0,OK
4800,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1429,1633,1750,5,0,OK
4799,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1430,1620,1781,5,0,OK
4798,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1422,1572,1781,5,0,OK
4797,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1341,1534,1749,5,0,OK
4796,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1324,1530,1757,5,0,OK
4795,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1384,1550,1754,5,0,OK
4794,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1320,1476,1741,5,0,OK
4793,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1351,1441,1756,5,0,OK
4792,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1332,1470,1757,5,0,OK
4791,2025-12-02 12:00:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1323,1462,1749,5,0,OK
4790,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1315,1527,1746,5,0,OK
4789,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1303,1544,1729,5,0,OK
4788,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1292,1592,1723,5,0,OK
4787,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1357,1539,1736,5,0,OK
4786,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1350,1619,1755,5,0,OK
4785,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1179,1500,1770,5,0,OK
4784,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1377,1560,1770,5,0,OK
4783,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1349,1567,1780,5,0,OK
4782,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1362,1546,1754,5,0,OK
4781,2025-12-02 12:00:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1364,1541,1770,5,0,OK
4780,2025-12-02 12:00:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1350,1585,1803,5,0,OK
4779,2025-12-02 12:00:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1374,1689,1815,5,0,OK
